parcel_name,parcel_code,land_use_code,far,building_height_m,building_density_pct,green_ratio_pct,land_area_sqm,floor_area_sqm,notice_no,doc_no,notice_date,corridor,source_url,extraction_notes,transaction_price,winner,transaction_date
北京市海淀区四季青镇西郊机场周边及沿线（西冉、田村、常青片区）城中村改造项目HD00-1408-0034、0049、0040地块二类城镇住宅用地、商业服务业用地,HD00-1408-0034,070102,1.6,25,,,48003.33,76805.328,京土储挂（海）[2026]038号,京规自（海）供审函〔2026〕0001号,2026-07-09,unknown,https://ggzyfw.beijing.gov.cn/zpgcrgg/20260709/5617346.html,v2 新增宗地行：函件指标表（070102 二类城镇住宅用地；函件注两宗住宅地可统筹一体化开发、统一核算容积率；表格无绿地率列）；成交：2026-08-12 成交; 859100 万元（ggzyfw 历史报价末次）,859100,,2026-08-12
北京市海淀区四季青镇西郊机场周边及沿线（西冉、田村、常青片区）城中村改造项目HD00-1408-0034、0049、0040地块二类城镇住宅用地、商业服务业用地,HD00-1408-0049,070102,1.6,25,,,21223.80,33958.08,京土储挂（海）[2026]038号,京规自（海）供审函〔2026〕0001号,2026-07-09,unknown,https://ggzyfw.beijing.gov.cn/zpgcrgg/20260709/5617346.html,v2 新增宗地行：函件指标表（070102 二类城镇住宅用地；表格无绿地率列）；成交：2026-08-12 成交; 859100 万元（ggzyfw 历史报价末次）,859100,,2026-08-12
北京市海淀区六郎庄项目HD00-1010-0002、0003、0004地块F3其他类多功能用地,HD00-1010-0002,F3,1.03,9,,,26850.11,27655.61,京土储挂（海）[2025]001号,京规自（海）供审函〔2024〕0008号,2025-01-10,no,https://ggzyfw.beijing.gov.cn/zpgcrgg/20250110/4946889.html,v2 新增宗地行：用地规模核自多规合一函表（京规自（海）供审函〔2024〕0008号，26850.11）；地上建筑规模核自国有建设用地使用权出让合同（HD00-1010-0002）；容积率 1.03 为函件“统一核算容积率”，控制高度 9m 为函件统一控制高度（建筑高度上限）；corridor=no 理由同公告级行,121800,北京中关村大街建设发展有限公司,2025-02-18
北京市海淀区六郎庄项目HD00-1010-0002、0003、0004地块F3其他类多功能用地,HD00-1010-0003,F3,1.03,9,,,14349.96,14780.46,京土储挂（海）[2025]001号,京规自（海）供审函〔2024〕0008号,2025-01-10,no,https://ggzyfw.beijing.gov.cn/zpgcrgg/20250110/4946889.html,v2 新增宗地行：用地规模核自多规合一函表（京规自（海）供审函〔2024〕0008号，14349.96）；地上建筑规模核自国有建设用地使用权出让合同（HD00-1010-0003）；容积率 1.03 为函件“统一核算容积率”，控制高度 9m 为函件统一控制高度（建筑高度上限）；corridor=no 理由同公告级行,121800,北京中关村大街建设发展有限公司,2025-02-18
北京市海淀区六郎庄项目HD00-1010-0002、0003、0004地块F3其他类多功能用地,HD00-1010-0004,F3,1.03,9,,,10199.69,10505.68,京土储挂（海）[2025]001号,京规自（海）供审函〔2024〕0008号,2025-01-10,no,https://ggzyfw.beijing.gov.cn/zpgcrgg/20250110/4946889.html,v2 新增宗地行：用地规模核自多规合一函表（京规自（海）供审函〔2024〕0008号，10199.69）；地上建筑规模核自国有建设用地使用权出让合同（HD00-1010-0004）；容积率 1.03 为函件“统一核算容积率”，控制高度 9m 为函件统一控制高度（建筑高度上限）；corridor=no 理由同公告级行,121800,北京中关村大街建设发展有限公司,2025-02-18
北京市海淀区学院路北端A、B、C、J地块B4综合性商业金融服务业用地、B23研发设计用地,A地块,B4,5,80,40,30,25612.778,128064,京土储挂（海）[2019]034号,2018规土（海）条供字0001号,2019-11-01,yes,zkdncmsUploadFile/tdscjywj/京土整储招（海）[2019]034号.zip（交易文件，含规划条件 2018规土（海）条供字0001号）,v2 新增宗地行：规划条件（2018规土（海）条供字0001号）OCR（tesseract chi_sim），与[2023]073 公告同一规划条件提取值一致；成交：2019-12-02 成交（列表字段 chegnJiaoShiJian）,,,2019-12-02
北京市海淀区学院路北端A、B、C、J地块B4综合性商业金融服务业用地、B23研发设计用地,B地块,B23,3.5,80,35,35,16000,56000,京土储挂（海）[2019]034号,2018规土（海）条供字0001号,2019-11-01,yes,zkdncmsUploadFile/tdscjywj/京土整储招（海）[2019]034号.zip（交易文件，含规划条件 2018规土（海）条供字0001号）,v2 新增宗地行：规划条件 OCR，与[2023]073 一致；成交：2019-12-02 成交（列表字段 chegnJiaoShiJian）,,,2019-12-02
北京市海淀区学院路北端A、B、C、J地块B4综合性商业金融服务业用地、B23研发设计用地,C地块,B23,3.5,80,35,35,14800,51800,京土储挂（海）[2019]034号,2018规土（海）条供字0001号,2019-11-01,yes,zkdncmsUploadFile/tdscjywj/京土整储招（海）[2019]034号.zip（交易文件，含规划条件 2018规土（海）条供字0001号）,v2 新增宗地行：规划条件 OCR，与[2023]073 一致；成交：2019-12-02 成交（列表字段 chegnJiaoShiJian）,,,2019-12-02
北京市海淀区学院路北端A、B、C、J地块B4综合性商业金融服务业用地、B23研发设计用地,J地块,B23,3.5,80,45,35,14188.287,49659,京土储挂（海）[2019]034号,2018规土（海）条供字0001号,2019-11-01,yes,zkdncmsUploadFile/tdscjywj/京土整储招（海）[2019]034号.zip（交易文件，含规划条件 2018规土（海）条供字0001号）,v2 新增宗地行：规划条件 OCR，与[2023]073 一致；成交：2019-12-02 成交（列表字段 chegnJiaoShiJian）,,,2019-12-02
北京市海淀区清河安宁庄1820-618A等地块R2二类居住用地、A8社区综合服务设施用地、S32公交场站设施用地、U17邮政设施用地,1820-625,A8,1,12,50,30,6000,6000,京土储挂（海）[2018]052号,2018规土（海）条供字0002号,2018-12-25,yes,zkdncmsUploadFile/tdscjywj/京土整储招(海）[2018]052号.zip（交易文件，含二级规划条件 2018规土（海）条供字0002号）,v2 新增宗地行：二级规划条件（2018规土（海）条供字0002号）OCR（A8 社区综合服务设施用地）；成交：2019-01-24 成交（列表字段 chegnJiaoShiJian）,,,2019-01-24
北京市海淀区清河安宁庄1820-618A等地块R2二类居住用地、A8社区综合服务设施用地、S32公交场站设施用地、U17邮政设施用地,1820-626,S32,0.4,12,30,35,2000,800,京土储挂（海）[2018]052号,2018规土（海）条供字0002号,2018-12-25,yes,zkdncmsUploadFile/tdscjywj/京土整储招(海）[2018]052号.zip（交易文件，含二级规划条件 2018规土（海）条供字0002号）,v2 新增宗地行：二级规划条件 OCR（S32 公交场站设施用地）；成交：2019-01-24 成交（列表字段 chegnJiaoShiJian）,,,2019-01-24
北京市海淀区清河安宁庄1820-618A等地块R2二类居住用地、A8社区综合服务设施用地、S32公交场站设施用地、U17邮政设施用地,1820-627,U17,1,12,40,30,2000,2000,京土储挂（海）[2018]052号,2018规土（海）条供字0002号,2018-12-25,yes,zkdncmsUploadFile/tdscjywj/京土整储招(海）[2018]052号.zip（交易文件，含二级规划条件 2018规土（海）条供字0002号）,v2 新增宗地行：二级规划条件 OCR（U17 邮政设施用地）；成交：2019-01-24 成交（列表字段 chegnJiaoShiJian）,,,2019-01-24
北京市海淀区安宁庄东路1号1820-618B、1820-619B、1820-624A、1820-622地块R2二类居住用地、A33基础教育用地,1820-622,A33,0.8,12,40,30,5100,4080,京土储挂（海）[2019]056号,2018规土（海）条供字0002号,2019-12-31,yes,zkdncmsUploadFile/tdscjywj/京土整储招(海)[2019]056号.zip（交易文件，含二级规划条件 2018规土（海）条供字0002号）,v2 新增宗地行：二级规划条件 OCR（A33 基础教育用地）；成交：2020-01-23 成交（列表字段 chegnJiaoShiJian）,,,2020-01-23
北京市海淀区西北旺镇永丰产业基地（新）HD00-0403-004地块F3其他类多功能用地,,,,,,,,,京土储挂（海）[2023]039号,,2023-06-30,unknown,,列表中无 ggzyfw 详情页链接，指标未提取（历史公告无详情页附件；列表字段 landtotalarea/maxarea 未采用——铁律：数值须来自实际下载 PDF 文本）；成交：2023-08-03 成交（列表字段 chegnJiaoShiJian）,,,2023-08-03
北京市海淀区双新村棚户区改造项目2603-004-1地块R2二类居住用地,,,,,,,,,京土储挂（海）[2023]016号,,2023-05-11,unknown,,列表中无 ggzyfw 详情页链接，指标未提取（历史公告无详情页附件；列表字段 landtotalarea/maxarea 未采用——铁律：数值须来自实际下载 PDF 文本）；成交：2023-06-14 成交（列表字段 chegnJiaoShiJian）,,,2023-06-14
北京市海淀区双新村棚户区改造项目2603-003-1地块R2二类居住用地,,,,,,,,,京土储挂（海）[2023]015号,,2023-05-11,unknown,,列表中无 ggzyfw 详情页链接，指标未提取（历史公告无详情页附件；列表字段 landtotalarea/maxarea 未采用——铁律：数值须来自实际下载 PDF 文本）；成交：2023-06-14 成交（列表字段 chegnJiaoShiJian）,,,2023-06-14
北京市海淀区西北旺镇永丰产业基地（新）HD00-0403-009地块F3其他类多功能用地,,,,,,,,,京土储挂（海）[2022]063号,,2022-09-26,unknown,,列表中无 ggzyfw 详情页链接，指标未提取（历史公告无详情页附件；列表字段 landtotalarea/maxarea 未采用——铁律：数值须来自实际下载 PDF 文本）；成交：2022-10-31 成交（列表字段 chegnJiaoShiJian）,,,2022-10-31
北京市海淀区西北旺镇永丰产业基地（新）HD00-0403-001地块F3其他类多功能用地,,,,,,,,,京土储挂（海）[2022]062号,,2022-09-26,unknown,,列表中无 ggzyfw 详情页链接，指标未提取（历史公告无详情页附件；列表字段 landtotalarea/maxarea 未采用——铁律：数值须来自实际下载 PDF 文本）；成交：2022-10-31 成交（列表字段 chegnJiaoShiJian）,,,2022-10-31
北京市海淀区西北旺镇HD00-0403街区永丰产业基地（新）F2地块HD00-0403-0019、0018地块R2二类居住用地、F3其他类多功能用地,,,,,,,,,京土储挂（海）[2022]046号,,2022-08-18,unknown,,列表中无 ggzyfw 详情页链接，指标未提取（历史公告无详情页附件；列表字段 landtotalarea/maxarea 未采用——铁律：数值须来自实际下载 PDF 文本）；成交：2022-09-23 成交（列表字段 chegnJiaoShiJian）,,,2022-09-23
北京市海淀区西北旺镇HD00-0403街区永丰产业基地（新）F2地块HD00-0403-0015、0016地块R2二类居住用地、A33基础教育用地,,,,,,,,,京土储挂（海）[2022]045号,,2022-08-18,unknown,,列表中无 ggzyfw 详情页链接，指标未提取（历史公告无详情页附件；列表字段 landtotalarea/maxarea 未采用——铁律：数值须来自实际下载 PDF 文本）；成交：2022-09-23 成交（列表字段 chegnJiaoShiJian）,,,2022-09-23
北京市海淀区西北旺镇HD00-0403街区永丰产业基地（新）F2地块HD00-0403-0013地块R2二类居住用地,,,,,,,,,京土储挂（海）[2022]044号,,2022-08-18,unknown,,列表中无 ggzyfw 详情页链接，指标未提取（历史公告无详情页附件；列表字段 landtotalarea/maxarea 未采用——铁律：数值须来自实际下载 PDF 文本）；成交：2022-09-23 成交（列表字段 chegnJiaoShiJian）,,,2022-09-23
北京市海淀区西北旺镇永丰产业基地（新）HD00-0403-024地块F3其他类多功能用地,,,,,,,,,京土整储挂（海）[2021] 082号,,2021-09-18,unknown,,列表中无 ggzyfw 详情页链接，指标未提取（历史公告无详情页附件；列表字段 landtotalarea/maxarea 未采用——铁律：数值须来自实际下载 PDF 文本）；成交：2021-10-26 成交（列表字段 chegnJiaoShiJian）,,,2021-10-26
北京市海淀区西北旺镇永丰产业基地（新）HD00-0403-011地块F3其他类多功能用地,,,,,,,,,京土整储挂（海）[2021] 081号,,2021-09-18,unknown,,列表中无 ggzyfw 详情页链接，指标未提取（历史公告无详情页附件；列表字段 landtotalarea/maxarea 未采用——铁律：数值须来自实际下载 PDF 文本）；成交：2021-10-26 成交（列表字段 chegnJiaoShiJian）,,,2021-10-26
北京市海淀区西北旺镇永丰产业基地（新）HD00-0403-003地块F3其他类多功能用地,,,,,,,,,京土整储挂（海）[2021] 080号,,2021-09-18,unknown,,列表中无 ggzyfw 详情页链接，指标未提取（历史公告无详情页附件；列表字段 landtotalarea/maxarea 未采用——铁律：数值须来自实际下载 PDF 文本）；成交：2021-10-26 成交（列表字段 chegnJiaoShiJian）,,,2021-10-26
北京市海淀区西北旺镇HD00-0403街区永丰产业基地（新）F1地块HD00-0403-0004地块R2二类居住用地、HD00-0403-0005地块A33基础教育用地,,,,,,,,,京土整储挂（海）[2021]046号,,2021-08-30,unknown,,列表中无 ggzyfw 详情页链接，指标未提取（历史公告无详情页附件；列表字段 landtotalarea/maxarea 未采用——铁律：数值须来自实际下载 PDF 文本）；成交：2021-10-13 成交（列表字段 chegnJiaoShiJian）,,,2021-10-13
北京市海淀区西北旺镇HD00-0403街区永丰产业基地（新）F1地块HD00-0403-0003地块R2二类居住用地,,,,,,,,,京土整储挂（海）[2021]047号,,2021-08-30,unknown,,列表中无 ggzyfw 详情页链接，指标未提取（历史公告无详情页附件；列表字段 landtotalarea/maxarea 未采用——铁律：数值须来自实际下载 PDF 文本）；成交：2021-10-13 成交（列表字段 chegnJiaoShiJian）,,,2021-10-13
北京市海淀区东升镇京昌路楔形绿地棚户区改造项目（二期）0803-631-2地块R2二类居住用地、0803-633地块A33基础教育用地（配建“保障性租赁住房”）,,,,,,,,,京土整储挂（海）[2021]045号,,2021-08-30,unknown,,列表中无 ggzyfw 详情页链接，指标未提取（历史公告无详情页附件；列表字段 landtotalarea/maxarea 未采用——铁律：数值须来自实际下载 PDF 文本）；成交：2021-10-18 成交（列表字段 chegnJiaoShiJian）,,,2021-10-18
北京市海淀区东升镇京昌路楔形绿地棚户区改造项目（二期）0803-631-1块R2二类居住用地（配建“保障性租赁住房”）,,,,,,,,,京土整储挂（海）[2021]044号,,2021-08-30,unknown,,列表中无 ggzyfw 详情页链接，指标未提取（历史公告无详情页附件；列表字段 landtotalarea/maxarea 未采用——铁律：数值须来自实际下载 PDF 文本）；成交：2021-10-18 成交（列表字段 chegnJiaoShiJian）,,,2021-10-18
北京市海淀区海淀镇树村棚户区改造B-1南地块R2二类居住用地,,,,,,,,,京土整储挂（海）[2021]012号,,2021-03-31,unknown,,列表中无 ggzyfw 详情页链接，指标未提取（历史公告无详情页附件；列表字段 landtotalarea/maxarea 未采用——铁律：数值须来自实际下载 PDF 文本）；成交：2021-05-26 成交（列表字段 chegnJiaoShiJian）,,,2021-05-26
北京市海淀区海淀镇树村棚户区改造B-1北地块R2二类居住用地,,,,,,,,,京土整储挂（海）[2021]013号,,2021-03-31,unknown,,列表中无 ggzyfw 详情页链接，指标未提取（历史公告无详情页附件；列表字段 landtotalarea/maxarea 未采用——铁律：数值须来自实际下载 PDF 文本）；成交：2021-05-26 成交（列表字段 chegnJiaoShiJian）,,,2021-05-26
北京市海淀区西八里庄0711-652、640、641地块B4综合性商业金融服务业用地,,,,,,,,,京土整储挂（海）[2020]042号,,2020-10-29,unknown,,列表中无 ggzyfw 详情页链接，指标未提取（历史公告无详情页附件；列表字段 landtotalarea/maxarea 未采用——铁律：数值须来自实际下载 PDF 文本）；成交：2020-12-02 成交（列表字段 chegnJiaoShiJian）,,,2020-12-02
北京市海淀区“海淀北部地区整体开发”西北旺镇HD00-0403-0061、0050、0031、0040、0046地块二类居住、其他类多功能、医院及机构养老设施用地,,,,,,,,,京土整储挂（海）[2020]001号,,2020-01-22,unknown,,列表中无 ggzyfw 详情页链接，指标未提取（历史公告无详情页附件；列表字段 landtotalarea/maxarea 未采用——铁律：数值须来自实际下载 PDF 文本）；成交：2020-02-25 成交（列表字段 chegnJiaoShiJian）,,,2020-02-25
北京市海淀区“海淀北部地区整体开发”西北旺镇HD00-0403-0043、0049地块二类居住及基础教育用地,,,,,,,,,京土整储挂（海）[2019]047号,,2019-12-20,unknown,,列表中无 ggzyfw 详情页链接，指标未提取（历史公告无详情页附件；列表字段 landtotalarea/maxarea 未采用——铁律：数值须来自实际下载 PDF 文本）；成交：2020-02-14 成交（列表字段 chegnJiaoShiJian）,,,2020-02-14
北京市海淀区四季青镇中坞重点村资金平衡用地北地块R2二类居住用地,,,,,,,,,京土整储挂（海）[2019]045号,,2019-12-16,unknown,,列表中无 ggzyfw 详情页链接，指标未提取（历史公告无详情页附件；列表字段 landtotalarea/maxarea 未采用——铁律：数值须来自实际下载 PDF 文本）；成交：2020-01-20 成交（列表字段 chegnJiaoShiJian）,,,2020-01-20
北京市海淀区“海淀北部地区整体开发”永丰产业基地（新）HD00-0403-013、122地块R2二类居住用地、A33基础教育用地,,,,,,,,,京土整储挂（海）[2019]044号,,2019-12-16,unknown,,列表中无 ggzyfw 详情页链接，指标未提取（历史公告无详情页附件；列表字段 landtotalarea/maxarea 未采用——铁律：数值须来自实际下载 PDF 文本）；成交：2020-01-20 成交（列表字段 chegnJiaoShiJian）,,,2020-01-20
北京市海淀区四季青镇中坞重点村资金平衡用地南地块R2二类居住用地,,,,,,,,,京土整储挂（海）[2019]046号,,2019-12-16,unknown,,列表中无 ggzyfw 详情页链接，指标未提取（历史公告无详情页附件；列表字段 landtotalarea/maxarea 未采用——铁律：数值须来自实际下载 PDF 文本）；成交：2020-01-20 成交（列表字段 chegnJiaoShiJian）,,,2020-01-20
北京市海淀区西三旗1811-L04地块B4综合性商业金融服务业用地,,,,,,,,,京土整储挂（海）[2019]015号,,2019-05-31,unknown,,列表中无 ggzyfw 详情页链接，指标未提取（历史公告无详情页附件；列表字段 landtotalarea/maxarea 未采用——铁律：数值须来自实际下载 PDF 文本）；成交：2019-07-04 成交（列表字段 chegnJiaoShiJian）,,,2019-07-04
"北京市海淀区""海淀北部地区整体开发""苏家坨镇HD00-0303-6031、6032、6033地块（中关村环保科技示范园）F1住宅混合公建用地、A33基础教育用地",,,,,,,,,京土整储挂（海）[2019]008号,,2019-04-24,unknown,,列表中无 ggzyfw 详情页链接，指标未提取（历史公告无详情页附件；列表字段 landtotalarea/maxarea 未采用——铁律：数值须来自实际下载 PDF 文本）；成交：2019-05-28 成交（列表字段 chegnJiaoShiJian）,,,2019-05-28
"北京市海淀区""海淀北部地区整体开发""西北旺镇HD00-0402-0102地块（永丰产业基地）B1商业用地",,,,,,,,,京土整储挂（海）[2019]005号,,2019-04-24,unknown,,列表中无 ggzyfw 详情页链接，指标未提取（历史公告无详情页附件；列表字段 landtotalarea/maxarea 未采用——铁律：数值须来自实际下载 PDF 文本）；成交：2019-05-28 成交（列表字段 chegnJiaoShiJian）,,,2019-05-28
北京市海淀区地铁16号线北安河车辆段综合利用项目HD00-0700-0001、0002、0003、0004地块A334托幼用地、F3其他类多功能用地、R2二类居住用地,,,,,,,,,京土整储招(海）[2018]058号,,2018-12-28,unknown,,列表中无 ggzyfw 详情页链接，指标未提取（历史公告无详情页附件；列表字段 landtotalarea/maxarea 未采用——铁律：数值须来自实际下载 PDF 文本）；成交：2019-01-24 成交（列表字段 chegnJiaoShiJian）,,,2019-01-24
北京市海淀区西三旗建材城中路东侧1814-630等地块R2二类居住用地、A4体育用地、A334托幼用地,,,,,,,,,京土整储招(海）[2018]053号,,2018-12-25,unknown,,列表中无 ggzyfw 详情页链接，指标未提取（历史公告无详情页附件；列表字段 landtotalarea/maxarea 未采用——铁律：数值须来自实际下载 PDF 文本）；成交：2019-01-24 成交（列表字段 chegnJiaoShiJian）,,,2019-01-24
北京市海淀区“海淀北部地区整体开发”翠湖科技园HD00-0303-6022地块R2二类居住用地,,,,,,,,,京土整储挂(海）[2017]100号,,2017-12-08,unknown,,列表中无 ggzyfw 详情页链接，指标未提取（历史公告无详情页附件；列表字段 landtotalarea/maxarea 未采用——铁律：数值须来自实际下载 PDF 文本）；成交：2018-01-12 成交（列表字段 chegnJiaoShiJian）,,,2018-01-12
北京市海淀区“海淀北部地区整体开发”西北旺镇亮甲店村HD00-0404-0010、6015、6016、6003、6004地块A2文化设施用地、R2二类居住用地、F1住宅混合公建用地,,,,,,,,,京土整储挂（海）[2017]086号,,2017-10-13,unknown,,列表中无 ggzyfw 详情页链接，指标未提取（历史公告无详情页附件；列表字段 landtotalarea/maxarea 未采用——铁律：数值须来自实际下载 PDF 文本）；成交：2017-11-16 成交（列表字段 chegnJiaoShiJian）,,,2017-11-16
北京市海淀区西八里庄0711-653地块B4综合性商业金融服务业用地,,,,,,,,,京土整储挂（海）[2017]087号,,2017-10-13,unknown,,列表中无 ggzyfw 详情页链接，指标未提取（历史公告无详情页附件；列表字段 landtotalarea/maxarea 未采用——铁律：数值须来自实际下载 PDF 文本）；成交：2017-11-16 成交（列表字段 chegnJiaoShiJian）,,,2017-11-16
北京市海淀区“海淀北部地区整体开发”西北旺镇亮甲店村HD00-0404-6005、6006地块R2二类居住用地,,,,,,,,,京土整储挂(海）[2017]078号,,2017-09-30,unknown,,列表中无 ggzyfw 详情页链接，指标未提取（历史公告无详情页附件；列表字段 landtotalarea/maxarea 未采用——铁律：数值须来自实际下载 PDF 文本）；成交：2017-11-03 成交（列表字段 chegnJiaoShiJian）,,,2017-11-03
北京市海淀区“海淀北部地区整体开发”翠湖科技园HD00-0303-6009、6010地块R2二类居住用地,,,,,,,,,京土整储挂(海）[2017]055号,,2017-06-30,unknown,,列表中无 ggzyfw 详情页链接，指标未提取（历史公告无详情页附件；列表字段 landtotalarea/maxarea 未采用——铁律：数值须来自实际下载 PDF 文本）；成交：2017-08-08 成交（列表字段 chegnJiaoShiJian）,,,2017-08-08
北京市海淀区“海淀北部地区整体开发”翠湖科技园HD00-0303-6019、6020地块R2二类居住用地,,,,,,,,,京土整储挂(海）[2017]056号,,2017-06-30,unknown,,列表中无 ggzyfw 详情页链接，指标未提取（历史公告无详情页附件；列表字段 landtotalarea/maxarea 未采用——铁律：数值须来自实际下载 PDF 文本）；成交：2017-08-08 成交（列表字段 chegnJiaoShiJian）,,,2017-08-08
北京市海淀区“海淀北部地区整体开发”永丰产业基地（新）HD00-0401-0062、0166、0158地块二类居住用地,,,,,,,,,京土整储挂(海）[2016]018号,,2016-09-29,unknown,,列表中无 ggzyfw 详情页链接，指标未提取（历史公告无详情页附件；列表字段 landtotalarea/maxarea 未采用——铁律：数值须来自实际下载 PDF 文本）；成交：2016-12-01 成交（列表字段 chegnJiaoShiJian）,,,2016-12-01
北京市海淀区“海淀北部地区整体开发”永丰产业基地（新）HD00-0401-0093、0097、0099、0108地块二类居住及零售商业用地,,,,,,,,,京土整储挂(海）[2016]020号,,2016-09-29,unknown,,列表中无 ggzyfw 详情页链接，指标未提取（历史公告无详情页附件；列表字段 landtotalarea/maxarea 未采用——铁律：数值须来自实际下载 PDF 文本）；成交：2016-11-17 成交（列表字段 chegnJiaoShiJian）,,,2016-11-17
北京市海淀区“海淀北部地区整体开发”永丰产业基地（新）HD00-0401-0146地块R2二类居住用地（配建“公共租赁住房”） ,,,,,,,,,京土整储挂(海）[2016]017号,,2016-09-29,unknown,,列表中无 ggzyfw 详情页链接，指标未提取（历史公告无详情页附件；列表字段 landtotalarea/maxarea 未采用——铁律：数值须来自实际下载 PDF 文本）；成交：2016-11-02 成交（列表字段 chegnJiaoShiJian）,,,2016-11-02
北京市海淀区“海淀北部地区整体开发”永丰产业基地（新）HD00-0401-0132、0120、0162地块二类居住及零售商业用地,,,,,,,,,京土整储挂(海）[2016]019号,,2016-09-29,unknown,,列表中无 ggzyfw 详情页链接，指标未提取（历史公告无详情页附件；列表字段 landtotalarea/maxarea 未采用——铁律：数值须来自实际下载 PDF 文本）；成交：2016-12-01 成交（列表字段 chegnJiaoShiJian）,,,2016-12-01
北京市海淀区“海淀北部地区整体开发”中关村环保科技园HD-0303-0071地块B2商务用地,,,,,,,,,京土整储挂(海)[2016]009号,,2016-04-29,unknown,,列表中无 ggzyfw 详情页链接，指标未提取（历史公告无详情页附件；列表字段 landtotalarea/maxarea 未采用——铁律：数值须来自实际下载 PDF 文本）；成交：2016-06-02 成交（列表字段 chegnJiaoShiJian）,,,2016-06-02
北京市海淀区“海淀北部地区整体开发”HD-0303-0031地块B2商务用地,,,,,,,,,京土整储挂(海)[2015]044号,,2015-09-24,unknown,,列表中无 ggzyfw 详情页链接，指标未提取（历史公告无详情页附件；列表字段 landtotalarea/maxarea 未采用——铁律：数值须来自实际下载 PDF 文本）；成交：2015-10-28 成交（列表字段 chegnJiaoShiJian）,,,2015-10-28
北京市海淀区“海淀北部地区整体开发”HD-0303-0062地块B2商务用地,,,,,,,,,京土整储挂(海)[2015]042号,,2015-09-18,unknown,,列表中无 ggzyfw 详情页链接，指标未提取（历史公告无详情页附件；列表字段 landtotalarea/maxarea 未采用——铁律：数值须来自实际下载 PDF 文本）；成交：2015-10-27 成交（列表字段 chegnJiaoShiJian）,,,2015-10-27
北京市海淀北部地区整体开发中关村翠湖科技园HD-0302-194、HD-0302-223地块C2商业金融用地,,,,,,,,,京土整储挂(海)[2014]045号,,2014-06-30,unknown,,列表中无 ggzyfw 详情页链接，指标未提取（历史公告无详情页附件；列表字段 landtotalarea/maxarea 未采用——铁律：数值须来自实际下载 PDF 文本）；成交：2014-08-04 成交（列表字段 chegnJiaoShiJian）,,,2014-08-04
北京市海淀区上庄镇B10地块R2二类居住用地项目,,,,,,,,,京土整储招（海）[2014]005号,,2014-01-20,unknown,,列表中无 ggzyfw 详情页链接，指标未提取（历史公告无详情页附件；列表字段 landtotalarea/maxarea 未采用——铁律：数值须来自实际下载 PDF 文本）,,,
海淀区中关村永丰产业基地II-4-C工业地块,,,,,,,,,京土整储工挂(海)[2013]01号,,2013-10-10,unknown,,列表中无 ggzyfw 详情页链接，指标未提取（历史公告无详情页附件；列表字段 landtotalarea/maxarea 未采用——铁律：数值须来自实际下载 PDF 文本）；成交：2013-11-22 成交（列表字段 chegnJiaoShiJian）,,,2013-11-22
北京市海淀区环保科技园3-3-230、3-3-260、3-3-277地块F1住宅混合公建用地项目,,,,,,,,,京土整储挂(海)[2013]074号,,2013-08-22,unknown,,列表中无 ggzyfw 详情页链接，指标未提取（历史公告无详情页附件；列表字段 landtotalarea/maxarea 未采用——铁律：数值须来自实际下载 PDF 文本）；成交：2013-09-26 成交（列表字段 chegnJiaoShiJian）,,,2013-09-26
海淀区中关村永丰产业基地I-9工业地块剩余用地,,,,,,,,,京土整储工挂（海）[2012]02号,,2012-12-27,unknown,,列表中无 ggzyfw 详情页链接，指标未提取（历史公告无详情页附件；列表字段 landtotalarea/maxarea 未采用——铁律：数值须来自实际下载 PDF 文本）；成交：2013-01-30 成交（列表字段 chegnJiaoShiJian）,,,2013-01-30
海淀区玉渊潭乡F1住宅混合公建用地、F2公建混合住宅用地（配建公共租赁住房）,,,,,,,,,京土整储招（海）[2012]089号,,2012-12-26,unknown,,列表中无 ggzyfw 详情页链接，指标未提取（历史公告无详情页附件；列表字段 landtotalarea/maxarea 未采用——铁律：数值须来自实际下载 PDF 文本）,,,
北京市海淀区中关村永丰产业基地II-4-B工业用地,,,,,,,,,京土整储工挂（海）[2012]01号,,2012-06-21,unknown,,列表中无 ggzyfw 详情页链接，指标未提取（历史公告无详情页附件；列表字段 landtotalarea/maxarea 未采用——铁律：数值须来自实际下载 PDF 文本）；成交：2012-07-25 成交（列表字段 chegnJiaoShiJian）,,,2012-07-25
北京市海淀区万柳地区居住用地（六郎庄搬迁平衡资金用地）项目,,,,,,,,,京土整储挂（海）[2012]020号,,2012-05-30,unknown,,列表中无 ggzyfw 详情页链接，指标未提取（历史公告无详情页附件；列表字段 landtotalarea/maxarea 未采用——铁律：数值须来自实际下载 PDF 文本）；成交：2012-07-10 成交（列表字段 chegnJiaoShiJian）；万柳地区位于万泉河路以东、苏州街以西，按六郎庄同位置逻辑可能属走廊范围，缺宗地图证据，维持 unknown,,,2012-07-10
“限价商品住房”用地——北京市海淀区西二旗居住、托幼、小学用地,,,,,,,,,京土整储招（海）[2011]  114号,,2011-09-30,unknown,,列表中无 ggzyfw 详情页链接，指标未提取（历史公告无详情页附件；列表字段 landtotalarea/maxarea 未采用——铁律：数值须来自实际下载 PDF 文本）,,,
