区,幼儿园名称,办园性质,举办者,幼儿园地址
海淀区,北京市海淀区台头小学附设幼儿班,教育部门,地级教育部门,北京市海淀区苏家坨镇北安河路36号
海淀区,北京市海淀区上庄中心小学附设幼儿班,教育部门,地级教育部门,北京市海淀区上庄镇上庄家园33号
海淀区,北京市海淀区中关村第三小学附设幼儿班,教育部门,地级教育部门,北京市海淀区万柳中路23号
海淀区,中国农业科学院附属小学附设幼儿班,教育部门,地级教育部门,海淀区明光村23号
海淀区,清华附中上庄学校附设幼儿班,教育部门,地级教育部门,北京市海淀区上庄镇东小营2号
海淀区,北京实验学校（海淀）附设幼儿班,教育部门,地级教育部门,北京市海淀区阜成路甲3号
海淀区,北京市第十九中学附设幼儿班,教育部门,地级教育部门,万泉河83号
海淀区,北京十一学校附设幼儿班,教育部门,地级教育部门,海淀区玉泉路66号
海淀区,北京市育英学校附设幼儿班,教育部门,地级教育部门,海淀区西翠路17号
海淀区,北京市健翔学校附设幼儿班,教育部门,地级教育部门,北京市海淀区人大南路6号
海淀区,北京市海淀区幸福童年社区办园点,社区办园点,社区办园点,北京市海淀区田村路中国房子
